"","subject_ids","user_name","classification_id","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","which_side"
"2908",4718813,"not-logged-in-d77929cbc50b3b8663bc",23500029,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2909",4751226,"not-logged-in-d77929cbc50b3b8663bc",23500031,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2910",4755340,"not-logged-in-d77929cbc50b3b8663bc",23500035,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2911",4773629,"not-logged-in-d77929cbc50b3b8663bc",23500038,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2912",4774382,"not-logged-in-d77929cbc50b3b8663bc",23500041,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2913",4775029,"not-logged-in-d77929cbc50b3b8663bc",23500047,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2914",4785065,"not-logged-in-d77929cbc50b3b8663bc",23500055,325.7,1,"T0",NA,"list(list(choice = ""BRD"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""BCK""), filters = list()))",1,1,"BRD","BCK"
"2915",4818199,"not-logged-in-d77929cbc50b3b8663bc",23500056,325.7,1,"T0",NA,"list(list(choice = ""FR"", answers = list(), filters = list()))",1,1,"FR",NA
"2916",4849654,"not-logged-in-d77929cbc50b3b8663bc",23500064,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2917",4710816,"not-logged-in-d77929cbc50b3b8663bc",23500080,325.7,1,"T0",NA,"list(list(choice = ""MNKBBN"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""FRNT""), filters = list()))",1,1,"MNKBBN","FRNT"
"2918",4720577,"not-logged-in-d77929cbc50b3b8663bc",23500084,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2919",4722720,"not-logged-in-d77929cbc50b3b8663bc",23500088,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2920",4746556,"not-logged-in-d77929cbc50b3b8663bc",23500093,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2921",4791869,"not-logged-in-d77929cbc50b3b8663bc",23500096,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2922",4810340,"not-logged-in-d77929cbc50b3b8663bc",23500099,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2923",4858828,"not-logged-in-d77929cbc50b3b8663bc",23500101,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2924",4876583,"not-logged-in-d77929cbc50b3b8663bc",23500105,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2925",4916883,"not-logged-in-d77929cbc50b3b8663bc",23500108,325.7,1,"T0",NA,"list(list(choice = ""VHCL"", answers = list(), filters = list()))",1,1,"VHCL",NA
"2926",4918593,"not-logged-in-d77929cbc50b3b8663bc",23500113,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2927",4665107,"not-logged-in-d77929cbc50b3b8663bc",23500117,325.7,1,"T0",NA,"list(list(choice = ""VHCL"", answers = list(), filters = list()))",1,1,"VHCL",NA
"2928",4726338,"not-logged-in-d77929cbc50b3b8663bc",23500119,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2929",4772859,"not-logged-in-d77929cbc50b3b8663bc",23500122,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2930",4783685,"not-logged-in-d77929cbc50b3b8663bc",23500126,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2931",4799156,"not-logged-in-d77929cbc50b3b8663bc",23500129,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2932",4808691,"not-logged-in-d77929cbc50b3b8663bc",23500132,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2933",4826706,"not-logged-in-d77929cbc50b3b8663bc",23500135,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2934",4837207,"not-logged-in-d77929cbc50b3b8663bc",23500136,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2935",4707852,"not-logged-in-98e371b30fd69c2d78f7",23500141,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2936",4756691,"not-logged-in-98e371b30fd69c2d78f7",23500146,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2937",4787043,"not-logged-in-98e371b30fd69c2d78f7",23500157,325.7,1,"T0",NA,"list(list(choice = ""CHTH"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""LFTSD""), filters = list()))",1,1,"CHTH","LFTSD"
"2938",4870499,"not-logged-in-d77929cbc50b3b8663bc",23500174,325.7,1,"T0",NA,"list(list(choice = ""HRTBSTTSSSB"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""LFTSD""), filters = list()))",1,1,"HRTBSTTSSSB","LFTSD"
"2939",4911625,"not-logged-in-d77929cbc50b3b8663bc",23500177,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2940",4678339,"not-logged-in-d77929cbc50b3b8663bc",23500194,325.7,1,"T0",NA,"list(list(choice = ""JCKLSDSTRPD"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""RGHTSD""), filters = list()))",1,1,"JCKLSDSTRPD","RGHTSD"
"2941",4711031,"not-logged-in-d77929cbc50b3b8663bc",23500195,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2942",4720154,"not-logged-in-d77929cbc50b3b8663bc",23500199,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2943",4732786,"not-logged-in-d77929cbc50b3b8663bc",23500202,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2944",4804660,"not-logged-in-d77929cbc50b3b8663bc",23500207,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2945",4812278,"not-logged-in-d77929cbc50b3b8663bc",23500208,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2946",4793097,"not-logged-in-98e371b30fd69c2d78f7",23500212,325.7,1,"T0",NA,"list(list(choice = ""MPL"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""LFTSD""), filters = list()))",1,1,"MPL","LFTSD"
"2947",4817365,"not-logged-in-d77929cbc50b3b8663bc",23500213,325.7,1,"T0",NA,"list(list(choice = ""FR"", answers = list(), filters = list()))",1,1,"FR",NA
"2948",4812985,"not-logged-in-98e371b30fd69c2d78f7",23500218,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2949",4888754,"not-logged-in-d77929cbc50b3b8663bc",23500220,325.7,1,"T0",NA,"list(list(choice = ""RDBCK"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""LFTSD""), filters = list()))",1,1,"RDBCK","LFTSD"
"2950",4890553,"not-logged-in-d77929cbc50b3b8663bc",23500222,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2951",4832473,"not-logged-in-98e371b30fd69c2d78f7",23500224,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2952",4664947,"JANEJ",23500226,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2953",4891649,"not-logged-in-d77929cbc50b3b8663bc",23500228,325.7,1,"T0",NA,"list(list(choice = ""VHCL"", answers = list(), filters = list()))",1,1,"VHCL",NA
"2954",4669515,"not-logged-in-d77929cbc50b3b8663bc",23500230,325.7,1,"T0",NA,"list(list(choice = ""HMNNTVHCLS"", answers = list(), filters = list()))",1,1,"HMNNTVHCLS",NA
"2955",4890783,"not-logged-in-98e371b30fd69c2d78f7",23500231,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2956",4693899,"JANEJ",23500233,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2957",4695583,"not-logged-in-d77929cbc50b3b8663bc",23500234,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2958",4752623,"not-logged-in-d77929cbc50b3b8663bc",23500237,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2959",4907531,"not-logged-in-98e371b30fd69c2d78f7",23500238,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2960",4762158,"not-logged-in-d77929cbc50b3b8663bc",23500241,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2961",4762680,"not-logged-in-d77929cbc50b3b8663bc",23500244,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2962",4755396,"JANEJ",23500245,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2963",4915720,"not-logged-in-98e371b30fd69c2d78f7",23500247,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2964",4769194,"not-logged-in-d77929cbc50b3b8663bc",23500250,325.7,1,"T0",NA,"list(list(choice = ""HMNNTVHCLS"", answers = list(), filters = list()))",1,1,"HMNNTVHCLS",NA
"2965",4929538,"not-logged-in-98e371b30fd69c2d78f7",23500252,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2966",4800062,"JANEJ",23500253,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2967",4796299,"not-logged-in-d77929cbc50b3b8663bc",23500254,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2968",4808174,"not-logged-in-d77929cbc50b3b8663bc",23500258,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2969",4678257,"not-logged-in-98e371b30fd69c2d78f7",23500259,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2970",4821972,"not-logged-in-d77929cbc50b3b8663bc",23500261,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2971",4813674,"JANEJ",23500262,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2972",4875052,"not-logged-in-d77929cbc50b3b8663bc",23500264,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2973",4667541,"not-logged-in-d77929cbc50b3b8663bc",23500267,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2974",4818193,"JANEJ",23500268,325.7,1,"T0",NA,"list(list(choice = ""FR"", answers = list(), filters = list()))",1,1,"FR",NA
"2975",4711033,"not-logged-in-d77929cbc50b3b8663bc",23500272,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2976",4751916,"not-logged-in-d77929cbc50b3b8663bc",23500275,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2977",4685049,"not-logged-in-98e371b30fd69c2d78f7",23500276,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2978",4770054,"not-logged-in-d77929cbc50b3b8663bc",23500279,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2979",4701305,"not-logged-in-98e371b30fd69c2d78f7",23500281,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2980",4807704,"not-logged-in-d77929cbc50b3b8663bc",23500283,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2981",4707090,"not-logged-in-98e371b30fd69c2d78f7",23500286,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2982",4828289,"not-logged-in-d77929cbc50b3b8663bc",23500288,325.7,1,"T0",NA,"list(list(choice = ""FR"", answers = list(), filters = list()))",1,1,"FR",NA
"2983",4830701,"not-logged-in-d77929cbc50b3b8663bc",23500291,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2984",4839194,"JANEJ",23500293,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2985",4830887,"not-logged-in-d77929cbc50b3b8663bc",23500294,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2986",4722390,"not-logged-in-98e371b30fd69c2d78f7",23500296,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2987",4905615,"not-logged-in-d77929cbc50b3b8663bc",23500297,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2988",4874576,"JANEJ",23500300,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2989",4915927,"not-logged-in-d77929cbc50b3b8663bc",23500301,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2990",4668702,"not-logged-in-d77929cbc50b3b8663bc",23500304,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2991",4732191,"not-logged-in-98e371b30fd69c2d78f7",23500307,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2992",4899356,"JANEJ",23500311,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2993",4675330,"not-logged-in-d77929cbc50b3b8663bc",23500312,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2994",4749435,"not-logged-in-98e371b30fd69c2d78f7",23500315,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2995",4718807,"not-logged-in-d77929cbc50b3b8663bc",23500320,325.7,1,"T0",NA,"list(list(choice = ""LPHNT"", answers = list(HWMN = ""10"", WHCHSDFTHNMLSVSBL = ""BCK""), filters = list()))",1,1,"LPHNT","BCK"
"2996",4733939,"not-logged-in-d77929cbc50b3b8663bc",23500323,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2997",4750637,"not-logged-in-d77929cbc50b3b8663bc",23500325,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2998",4680187,"stonepenny",23500327,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"2999",4766563,"not-logged-in-d77929cbc50b3b8663bc",23500331,325.7,1,"T0",NA,"list(list(choice = ""WRTHG"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""LFTSD""), filters = list()))",1,1,"WRTHG","LFTSD"
"3000",4883638,"not-logged-in-d77929cbc50b3b8663bc",23500334,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3001",4905589,"not-logged-in-d77929cbc50b3b8663bc",23500338,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3002",4919770,"not-logged-in-d77929cbc50b3b8663bc",23500342,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3003",4921046,"not-logged-in-d77929cbc50b3b8663bc",23500345,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3004",4669841,"not-logged-in-d77929cbc50b3b8663bc",23500349,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3005",4687562,"stonepenny",23500355,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3006",4690144,"not-logged-in-d77929cbc50b3b8663bc",23500356,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3007",4924358,"JANEJ",23500360,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3008",4735944,"not-logged-in-d77929cbc50b3b8663bc",23500363,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3009",4754479,"not-logged-in-d77929cbc50b3b8663bc",23500369,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3010",4759111,"not-logged-in-d77929cbc50b3b8663bc",23500373,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3011",4694518,"stonepenny",23500374,325.7,1,"T0",NA,"list(list(choice = ""FR"", answers = list(), filters = list()))",1,1,"FR",NA
"3012",4679369,"JANEJ",23500382,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3013",4774375,"not-logged-in-d77929cbc50b3b8663bc",23500386,325.7,1,"T0",NA,"list(list(choice = ""MNGS"", answers = list(HWMN = ""9"", WHCHSDFTHNMLSVSBL = ""MLTPLSDSFRMMLTPLNMLS""), filters = list()))",1,1,"MNGS","MLTPLSDSFRMMLTPLNMLS"
"3014",4835574,"not-logged-in-d77929cbc50b3b8663bc",23500392,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3015",4699003,"JANEJ",23500393,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3016",4760938,"stonepenny",23500395,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3017",4857783,"not-logged-in-d77929cbc50b3b8663bc",23500400,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3018",4897669,"not-logged-in-d77929cbc50b3b8663bc",23500406,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3019",4778869,"stonepenny",23500409,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3020",4814662,"stonepenny",23500414,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3021",4837326,"stonepenny",23500427,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3022",4683726,"jmang",23500431,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3023",4688847,"jmang",23500435,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3024",4737962,"JANEJ",23500437,325.7,1,"T0",NA,"list(list(choice = ""MNKBBN"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""BCK""), filters = list()))",1,1,"MNKBBN","BCK"
"3025",4724037,"jmang",23500439,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3026",4749678,"jmang",23500442,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3027",4757961,"JANEJ",23500453,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3028",4776521,"jmang",23500455,325.7,1,"T0",NA,"list(list(choice = ""RB"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""LFTSD""), filters = list()))",1,1,"RB","LFTSD"
"3029",4846058,"stonepenny",23500458,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3030",4798585,"jmang",23500459,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3031",4802206,"jmang",23500463,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3032",4764761,"JANEJ",23500465,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3033",4787887,"JANEJ",23500472,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3034",4847302,"jmang",23500474,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3035",4863272,"jmang",23500478,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3036",4799378,"JANEJ",23500479,325.7,1,"T0",NA,"list(list(choice = ""FR"", answers = list(), filters = list()))",1,1,"FR",NA
"3037",4734606,"jmang",23500482,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3038",4747234,"jmang",23500485,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3039",4774560,"jmang",23500489,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3040",4788714,"jmang",23500493,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3041",4790985,"jmang",23500498,325.7,1,"T0",NA,"list(list(choice = ""BT"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""BCK""), filters = list()))",1,1,"BT","BCK"
"3042",4822765,"jmang",23500501,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3043",4855072,"stonepenny",23500502,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3044",4872377,"jmang",23500505,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3045",4808861,"JANEJ",23500507,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3046",4888879,"jmang",23500508,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3047",4925928,"not-logged-in-d77929cbc50b3b8663bc",23500510,325.7,1,"T0",NA,"list(list(choice = ""DKRSTNBK"", answers = list(HWMN = ""1"", WHCHSDFTHNMLSVSBL = ""LFTSD""), filters = list()))",1,1,"DKRSTNBK","LFTSD"
"3048",4898455,"jmang",23500512,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3049",4919202,"jmang",23500513,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3050",4918239,"JANEJ",23500514,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3051",4684324,"not-logged-in-d77929cbc50b3b8663bc",23500515,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3052",4667167,"jmang",23500517,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3053",4697772,"not-logged-in-d77929cbc50b3b8663bc",23500518,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3054",4713287,"not-logged-in-d77929cbc50b3b8663bc",23500519,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3055",4924962,"stonepenny",23500523,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
"3056",4703067,"jmang",23500524,325.7,1,"T0",NA,"list(list(choice = ""NTHNGHR"", answers = list(), filters = list()))",1,1,"NTHNGHR",NA
